cell,cluster
cell_7282,ETC
cell_7283,ETC
cell_7284,ETC
cell_7285,ETC
cell_7286,ETC
cell_7287,ETC
cell_7288,ETC
cell_7289,CAF
cell_7290,ETC
cell_7291,ETC
cell_7292,ETC
cell_7293,ETC
cell_7294,ETC
cell_7295,ETC
cell_7296,CAF
cell_7297,DC
cell_7298,ETC
cell_7299,ETC
cell_7300,ETC
cell_7301,ETC
cell_7302,ETC
cell_7303,ETC
cell_7304,ETC
cell_7305,ETC
cell_7306,ETC
cell_7307,ETC
cell_7308,ETC
cell_7309,ETC
cell_7310,ETC
cell_7311,ETC
cell_7312,CAF
cell_7313,CAF
cell_7314,ETC
cell_7315,ETC
cell_7316,ETC
cell_7317,ETC
cell_7318,ETC
cell_7319,ETC
cell_7320,ETC
cell_7321,ETC
cell_7322,TAM
cell_7323,ETC
cell_7324,CAF
cell_7325,ETC
cell_7326,ETC
cell_7327,ETC
cell_7328,ETC
cell_7329,ETC
cell_7330,ETC
cell_7331,TAM
cell_7332,ETC
cell_7333,ETC
cell_7334,ETC
cell_7335,CAF
cell_7336,ETC
cell_7337,ETC
cell_7338,CAF
cell_7339,ETC
cell_7340,ETC
cell_7341,CAF
cell_7342,ETC
cell_7343,ETC
cell_7344,DC
cell_7345,ETC
cell_7346,ETC
cell_7347,ETC
cell_7348,ETC
cell_7349,ETC
cell_7350,ETC
cell_7351,ETC
cell_7352,ETC
cell_7353,ETC
cell_7354,ETC
cell_7355,CAF
cell_7356,ETC
cell_7357,ETC
cell_7358,ETC
cell_7359,ETC
cell_7360,ETC
cell_7361,ETC
cell_7362,ETC
cell_7363,ETC
cell_7364,ETC
cell_7365,ETC
cell_7366,ETC
cell_7367,CAF
cell_7368,ETC
cell_7369,CAF
cell_7370,ETC
cell_7371,TAM
cell_7372,ETC
cell_7373,ETC
cell_7374,ETC
cell_7375,ETC
cell_7376,ETC
cell_7377,ETC
cell_7378,ETC
cell_7379,ETC
cell_7380,ETC
cell_7381,ETC
cell_7382,ETC
cell_7383,ETC
cell_7384,ETC
cell_7385,ETC
cell_7386,ETC
cell_7387,ETC
cell_7388,ETC
cell_7389,ETC
cell_7390,ETC
cell_7391,ETC
cell_7392,ETC
cell_7393,ETC
cell_7394,ETC
cell_7395,ETC
cell_7396,ETC
cell_7397,ETC
cell_7398,ETC
cell_7399,ETC
cell_7400,ETC
cell_7401,ETC
cell_7402,ETC
cell_7403,DC
cell_7404,ETC
cell_7405,ETC
cell_7406,ETC
cell_7407,ETC
cell_7408,CAF
cell_7409,ETC
cell_7410,ETC
cell_7411,ETC
cell_7412,ETC
cell_7413,ETC
cell_7414,ETC
cell_7415,ETC
cell_7416,ETC
cell_7417,ETC
cell_7418,ETC
cell_7419,ETC
cell_7420,ETC
cell_7421,ETC
cell_7422,TAM
cell_7423,ETC
cell_7424,ETC
cell_7425,TAM
cell_7426,ETC
cell_7427,ETC
cell_7428,ETC
cell_7429,ETC
cell_7430,CAF
cell_7431,ETC
cell_7432,ETC
cell_7433,ETC
cell_7434,ETC
cell_7435,ETC
cell_7436,ETC
cell_7437,ETC
cell_7438,ETC
cell_7439,ETC
cell_7440,ETC
cell_7441,ETC
cell_7442,ETC
cell_7443,TAM
cell_7444,ETC
cell_7445,ETC
cell_7446,ETC
cell_7447,ETC
cell_7448,ETC
cell_7449,TAM
cell_7450,ETC
