LR,pval_PAAD-US,pval_PACA-AU,pval_PACA-CA,hr_PAAD-US,hr_PACA-AU,hr_PACA-CA,median_day_low_PAAD-US,median_day_low_PACA-AU,median_day_low_PACA-CA,median_day_high_PAAD-US,median_day_high_PACA-AU,median_day_high_PACA-CA,diff_day_PAAD-US,diff_day_PACA-AU,diff_day_PACA-CA,meta_pval,meta_qval_BH,meta_qval_holm,meta_qval_storey
CALR->ITGAV,0.26538529625179286,0.8705650252066617,0.5002813145901536,0.7798074235964215,1.0638475401840546,1.0977022880824006,231,440,518.5,181,351,573,-50,-89,54.5,0.6013309500615096,0.8020726575541622,1,0.41549496960583326
HSP90AA1->EGFR,0.26621133158590504,0.5415071365341688,0.06523932424644918,0.7443251398188254,0.7404976552467756,0.7242600777460743,159,432.5,577,239,388,456,80,-44.5,-121,0.11087368644685831,0.39622986750132233,1,0.20525761002302717
FGF10->FGFR2,0.2663923867722553,0.555956300291438,0.019472036340155152,1.465936782008469,1.299406041125437,1.609168006001162,182,439,437,216,412,633,34,-27,196,0.09942774453699725,0.38841963089990617,1,0.2012116997320375
FGF16->FGFR2,0.2663923867722553,0.555956300291438,0.019472036340155152,1.465936782008469,1.299406041125437,1.609168006001162,182,439,437,216,412,633,34,-27,196,0.09942774453699725,0.38841963089990617,1,0.2012116997320375
FGF17->FGFR2,0.2663923867722553,0.555956300291438,0.019472036340155152,1.465936782008469,1.299406041125437,1.609168006001162,182,439,437,216,412,633,34,-27,196,0.09942774453699725,0.38841963089990617,1,0.2012116997320375
FGF20->FGFR2,0.2663923867722553,0.555956300291438,0.048324394298703166,1.465936782008469,1.299406041125437,1.5318496734238687,182,439,437,216,412,633,34,-27,196,0.11000542476417728,0.39622986750132233,1,0.20525761002302717
FGF22->FGFR2,0.2663923867722553,0.7977583317190502,0.019472036340155152,1.465936782008469,1.117853599816667,1.609168006001162,182,439,437,216,412,633,34,-27,196,0.21177950855063413,0.5190333857101608,1,0.26887309870115245
FGF23->FGFR2,0.2663923867722553,0.555956300291438,0.019472036340155152,1.465936782008469,1.299406041125437,1.609168006001162,182,439,437,216,412,633,34,-27,196,0.09942774453699725,0.38841963089990617,1,0.2012116997320375
FGF5->FGFR2,0.2663923867722553,0.6947709571525824,0.019472036340155152,1.465936782008469,1.2396031756857397,1.609168006001162,182,439,437,216,400,633,34,-39,196,0.15717064079629403,0.4683789528049028,1,0.24263275518345861
FGF9->FGFR2,0.2663923867722553,0.555956300291438,0.019472036340155152,1.465936782008469,1.299406041125437,1.609168006001162,182,439,437,216,412,633,34,-27,196,0.09942774453699725,0.38841963089990617,1,0.2012116997320375
PF4->FGFR2,0.2663923867722553,0.3682222499111414,0.019472036340155152,1.465936782008469,1.4488195490783078,1.609168006001162,182,425,437,216,412,633,34,-13,196,0.04663958217607291,0.2702110343926591,1,0.13997650270799464
SEMA3A->NRP1,0.2664972862597592,0.009265057998685933,0.015482032397933998,0.669854446776815,0.4956870522095338,0.6671434773378844,243.5,538.5,642,164,332,446,-79.5,-206.5,-196,0.0041173842215045334,0.07775355045662245,1,0.04027840717352767
ADM2->RAMP1,0.26683461563701616,0.3879305002592064,0.5505908145660887,1.534847064771387,1.2327437190580055,1.0862035178567169,173,345.5,529.5,194,537,522,21,191.5,-7.5,0.2875434686890693,0.596459058028788,1,0.308981656278515
CCL11->CCR2,0.26747281898864106,0.17360918152947336,0.6908812174792156,1.184333877583928,1.4042833306795586,1.1593994322602181,220.5,400.5,575,164,423,480,-56.5,22.5,-95,0.24058940582848337,0.5422329071059034,1,0.28089106782952056
EFNB1->EPHB2,0.26821858622647243,0.6361057715277081,0.15029590378053426,0.7614171999898884,1.092073885515921,0.7479004216287718,197.5,425,575,183,388,456,-14.5,-37,-119,0.1954141663817898,0.5014260632657223,1,0.2597520373671323
RSPO1->ZNRF3,0.2684883144565421,0.21630449090463222,0.4766380765784306,1.5824385048768874,1.4941076201706933,1.177051890454858,233,432.5,529.5,179,412,522,-54,-20.5,-7.5,0.14811633364914012,0.4575242693303221,1,0.23700974043800543
FGA->TLR4,0.2695341048216572,0.3775864782047329,0.6376367953031309,0.6645139397768393,0.7060520830279962,1.0457078996392493,195.5,465,556,181,355,515,-14.5,-110,-41,0.3418920532613201,0.6381058223985303,1,0.33055578791486095
F11->GP1BA,0.2701735028603378,0.5095691743025738,0.28472525249362757,1.2744165184098923,0.8680338221211406,1.2448419833644477,195.5,470.5,467,179,359,587,-16.5,-111.5,120,0.20088937645135516,0.5054635923614743,1,0.26184358482623377
CNTF->CNTFR,0.27054080154694293,0.5866826023165754,0.06026506505788409,1.5649291150219258,1.188637355896108,1.4111458773682297,217,425,450.5,164,392,633,-53,-33,182.5,0.12872135232314813,0.4297504999183503,1,0.22262218917443757
FN1->COL13A1,0.270950612191897,0.7480402346756446,0.08857858112518202,0.6729537347288681,1.0570890203082313,0.7257258831988611,180,413.5,582.5,188,412,456,8,-1.5,-126.5,0.22582206977850722,0.5227416686227638,1,0.27079408788031273
FN1->PLAUR,0.270950612191897,0.7480402346756446,0.07673674842125688,0.6729537347288681,1.0570890203082313,0.7194405877355347,180,413.5,588.5,188,412,456,8,-1.5,-132.5,0.21881994192589477,0.5225315898969423,1,0.27068526151280353
FN1->NT5E,0.270950612191897,0.8556686822572768,0.04253501660985004,0.6729537347288681,0.9166065639308166,0.704243790107832,180,418.5,588.5,188,400,456,8,-18.5,-132.5,0.26393706503417846,0.5704856562305014,1,0.2955267433238112
FN1->SDC2,0.270950612191897,0.7480402346756446,0.08857858112518202,0.6729537347288681,1.0570890203082313,0.7257258831988611,180,413.5,582.5,188,412,456,8,-1.5,-126.5,0.22582206977850722,0.5227416686227638,1,0.27079408788031273
FN1->ITGA2,0.270950612191897,0.9051671862737478,0.08155265435397674,0.6729537347288681,1.0213519797450548,0.6873146917299315,180,418.5,589.5,188,400,456,8,-18.5,-133.5,0.32299632817590945,0.6244131602883422,1,0.3234626247535032
FN1->ITGB6,0.270950612191897,0.8769090739442912,0.08890595672925838,0.6729537347288681,0.912858338853049,0.7078104671231663,180,418.5,589.5,188,400,456,8,-18.5,-133.5,0.3086542725135011,0.6166211190303129,1,0.3194261401343355
FN1->ITGB8,0.270950612191897,0.7480402346756446,0.07559337539635702,0.6729537347288681,1.0570890203082313,0.7222074819314924,180,413.5,582.5,188,412,456,8,-1.5,-126.5,0.21814980967785264,0.5225315898969423,1,0.27068526151280353
FN1->ITGA4,0.270950612191897,0.7480402346756446,0.08857858112518202,0.6729537347288681,1.0570890203082313,0.7257258831988611,180,413.5,582.5,188,412,456,8,-1.5,-126.5,0.22582206977850722,0.5227416686227638,1,0.27079408788031273
FN1->TNFRSF11B,0.270950612191897,0.8365815420997889,0.09973448622163705,0.6729537347288681,1.02501878831735,0.7304330672290994,180,418.5,588.5,188,412,456,8,-6.5,-132.5,0.2888116960553804,0.5983004419438249,1,0.3099355421224035
FN1->ITGB7,0.270950612191897,0.7480402346756446,0.08857858112518202,0.6729537347288681,1.0570890203082313,0.7257258831988611,180,413.5,582.5,188,412,456,8,-1.5,-126.5,0.22582206977850722,0.5227416686227638,1,0.27079408788031273
FN1->ITGA8,0.270950612191897,0.7480402346756446,0.08857858112518202,0.6729537347288681,1.0570890203082313,0.7257258831988611,180,413.5,582.5,188,412,456,8,-1.5,-126.5,0.22582206977850722,0.5227416686227638,1,0.27079408788031273
FN1->ITGB3,0.270950612191897,0.7480402346756446,0.08857858112518202,0.6729537347288681,1.0570890203082313,0.7257258831988611,180,413.5,582.5,188,412,456,8,-1.5,-126.5,0.22582206977850722,0.5227416686227638,1,0.27079408788031273
FN1->ITGA9,0.270950612191897,0.7480402346756446,0.08857858112518202,0.6729537347288681,1.0570890203082313,0.7257258831988611,180,413.5,582.5,188,412,456,8,-1.5,-126.5,0.22582206977850722,0.5227416686227638,1,0.27079408788031273
FN1->ITGA2B,0.270950612191897,0.7480402346756446,0.08857858112518202,0.6729537347288681,1.0570890203082313,0.7257258831988611,180,413.5,582.5,188,412,456,8,-1.5,-126.5,0.22582206977850722,0.5227416686227638,1,0.27079408788031273
FN1->TSHR,0.270950612191897,0.7480402346756446,0.08857858112518202,0.6729537347288681,1.0570890203082313,0.7257258831988611,180,413.5,582.5,188,412,456,8,-1.5,-126.5,0.22582206977850722,0.5227416686227638,1,0.27079408788031273
FN1->MAG,0.270950612191897,0.7480402346756446,0.08857858112518202,0.6729537347288681,1.0570890203082313,0.7257258831988611,180,413.5,582.5,188,412,456,8,-1.5,-126.5,0.22582206977850722,0.5227416686227638,1,0.27079408788031273
CCL5->GPR75,0.27164895028208935,0.0035887183015949065,0.5182503466217673,1.3526670330778718,0.45761692830818285,1.170222687168263,192.5,538.5,467,181,332,576,-11.5,-206.5,109,0.08326641455298438,0.3582252942639184,1,0.18557023026579925
FN1->ITGAV,0.27258704717506244,0.7480402346756446,0.15377308243075538,0.6735171296307978,1.0570890203082313,0.7518449699071421,180,413.5,576.5,188,412,456,8,-1.5,-120.5,0.26730643499704304,0.574997295425294,1,0.29786389242427935
LAMA1->RPSA,0.27274694610777594,0.8744048672340291,0.38417588403556724,0.6850690872834971,0.8788444228034031,0.9735451580934311,171.5,413,574,202,413,503,30.5,0,-71,0.5234855244418335,0.7616650696258307,1,0.3945627643249252
MDK->LRP1,0.2727482187271827,0.014977890912271086,0.008457949752571525,1.179783116942821,2.198143397279447,1.5291335294579855,161,349.5,456,194,429,633,33,79.5,177,0.0043304576221416865,0.07847314115274935,1,0.04065117429331406
RELN->ITGB1,0.2730990187713169,0.071765287926429,0.12611939386295556,0.7074160468469336,0.5889061874140357,0.7545023097112433,159.5,470.5,581,219,332,456,59.5,-138.5,-125,0.017412710620608254,0.1707016549364547,1,0.08842799746567624
LCN1->LMBR1L,0.27341573817706555,0.2540818500563775,0.6561342116852398,1.427871139849672,0.6589265384820923,0.9907183326016129,206.5,458,503,179,359,547,-27.5,-99,44,0.27327882511683543,0.5793219987266478,1,0.30010420375995023
IGFBP4->FZD8,0.27467998728217435,0.1596598458126901,0.5567030366516091,1.387142054359206,1.5714880590317948,0.8265671585879529,195.5,418.5,503,179,400,547,-16.5,-18.5,44,0.16222809685906048,0.477089695152312,1,0.2471451514019229
IGFBP4->LRP6,0.27467998728217435,0.2602888094580873,0.35559637635911834,1.387142054359206,1.464092791837501,1.274507217148067,195.5,432.5,513.5,179,400,547,-16.5,-32.5,33.5,0.11771881231161212,0.41198307165149367,1,0.2134181887660171
PTHLH->PTH1R,0.2747902461543429,0.7273898589547414,0.401537975998722,0.8870729120294716,0.7384152103378135,0.8998088807503337,244,420.5,609.5,179,400,456,-65,-20.5,-153.5,0.42808607863274717,0.7054396617867995,1,0.3654365076184668
JAG2->NOTCH1,0.27521920444668857,0.6182625748626883,0.7742996451131192,1.7573271053417485,1.2069269471561923,0.9796921530744784,214,418.5,512,181,400,530.5,-33,-18.5,18.5,0.6242616853712049,0.8156776864937666,1,0.4225427364540201
WNT5A->FZD8,0.2756861359367534,0.24193695987726838,0.8732354529593661,0.7511490821397848,1.5272712416764973,0.9540257643416012,187.5,425,539,183,400,518.5,-4.5,-25,-20.5,0.41857727067726197,0.701268445277097,1,0.3632757065232105
IL12B->IL12RB1,0.27598492140420383,0.5450150731638639,0.010596693065832996,1.3424185387254968,0.8754399946866535,1.6467927584832989,197,463.5,437,171.5,392,627,-25.5,-71.5,190,0.09584887107299712,0.3869860036782084,1,0.2004690427005389
GZMB->CHRM3,0.27706413203041913,0.17247337556827214,2.227910689129864e-4,1.5433792277341822,1.6385749059602475,2.0751092350843554,224,340,449.5,128,455,631,-96,115,181.5,0.015163243165563495,0.162891366700724,1,0.08438206042673838
CCL5->ACKR2,0.2770922262228235,0.4618418803923531,0.9912476528688748,1.3488420427987409,0.6848182411216732,1.0660678695302364,188,423,547,181,412.5,515,-7,-10.5,-32,0.6685710302692667,0.839937486975951,1,0.4351099583497599
INHBA->ENG,0.27726849719570457,0.5390627963761253,0.6829044471775295,1.1821286935176138,1.1830624149475397,0.9290757209568481,174,453,538,216,388,522,42,-65,-16,0.49942680571081877,0.749228854487534,1,0.3881204741131444
FZD8->CKAP4,0.2776469720411391,0.18588906934901872,0.5819144467981436,1.513676931737572,1.4363682308372943,0.8822995087113028,165.5,413,578.5,194,413,503,28.5,0,-75.5,0.1903934877977573,0.4957415342658586,1,0.2568073001518978
C4BPA->LRP1,0.27774346733409383,0.004126728935841761,0.012399332423551734,1.1651875109055192,2.4828640339527652,1.4646856957108771,190,349.5,456,181,429,631,-9,79.5,175,0.004247023173258826,0.07847314115274935,1,0.04065117429331406
GDF9->ACVR2A,0.2785716218836376,0.36752583918196935,0.552168022569947,1.3123464721824192,1.226769737922401,1.1096089947343322,192.5,432.5,547.5,181,392,515,-11.5,-40.5,-32.5,0.2828561235030292,0.5897651011912076,1,0.30551400859525585
TNF->TNFRSF21,0.27910475851452976,0.7695781796888885,0.052930517832683766,0.6849755987712776,1.0329055805806207,0.727900414445443,159,354.5,600,239,427,444,80,72.5,-156,0.2222863122907145,0.5227416686227638,1,0.27079408788031273
IL13->IL2RG,0.27929542453293676,0.9133465304427503,0.5584434037348551,1.5051378876829602,0.9190743502977342,0.9040285572719372,179,437,557,202,392,512,23,-45,-45,0.6830375558530961,0.84317532914009,1,0.4367872467087469
IL15->IL2RG,0.27929542453293676,0.6473604497473937,0.3207629435564242,1.5051378876829602,0.7812300711496345,0.8305983163070287,179,451,575,202,376.5,503,23,-74.5,-72,0.31593544195381873,0.621618817633468,1,0.322015080936219
IL7->IL2RG,0.27929542453293676,0.6735205281444021,0.5584434037348551,1.5051378876829602,1.0205656269997452,0.9040285572719372,179,413.5,557,202,412,512,23,-1.5,-45,0.5084440415146145,0.7532193315253661,1,0.3901876473547842
IL12A->IL12RB1,0.2793524194798487,0.3560483921623401,0.004793954873944073,1.3817848265162573,0.8395543252314694,1.689609951633929,210.5,487.5,413,179,359,633,-31.5,-128.5,220,0.0437305669892807,0.26158994732939744,1,0.13551055031131007
BMP3->ACVR2B,0.2797183585107089,0.8596028299760726,0.9818291984832337,0.7125432228840302,0.9598152638213321,1.0617588332373016,186.5,446,574,183,388,515,-3.5,-58,-59,0.8868661811301783,0.9432660004716613,1,0.48863687660331834
CCL5->CCR4,0.2804512606596554,0.510756933997629,0.8554762794688582,1.3457815445528378,0.7054943047716717,1.1049361477213149,188,487.5,471,181,392,543,-7,-95.5,72,0.6089613181688692,0.8077342040089448,1,0.4184278012514414
ROBO1->ROBO1,0.28156212905592215,0.871137621111419,0.8785987500920455,1.2077038738397836,0.8180975639543341,0.96469821682854,187.5,463.5,498.5,183,388,573,-4.5,-75.5,74.5,0.8484978953853446,0.924510789746007,1,0.4789211786088627
PSEN1->NOTCH3,0.28241979659179484,0.4606619623469346,0.8732523957881853,1.259817008415369,1.1666148101497102,1.1916506079742981,154,412.5,582.5,202,423,480,48,10.5,-102.5,0.5867258080275883,0.7944807334613463,1,0.41156215100082877
PRND->RPSA,0.283932532487415,0.8253845644042996,0.30520430018046996,0.677413975720909,1.022949831200172,0.9359391788192651,171.5,413,575,202,413,498.5,30.5,0,-76.5,0.4360992335503332,0.7090859815160929,1,0.36732539822061727
OSM->LIFR,0.2848940575852176,0.6940732248610417,0.4935786756823002,1.4067984966491618,0.9175912542322718,1.0760576719204549,239.5,487.5,512,164,348,543,-75.5,-139.5,31,0.47941636619030326,0.7378547983541246,1,0.3822284105164909
DKK2->KREMEN1,0.2854937119896739,0.9801042750799532,0.011037212645853556,1.3641065542586182,0.9114595288915212,1.7460049362420578,169.5,400.5,456,197,414,608,27.5,13.5,152,0.3361910929661474,0.6337077918893146,1,0.32827749113520954
WNT2B->FZD7,0.2858197572517127,0.006675391034504985,0.9329178848560178,1.3355716705117406,2.1640468592833155,1.0201698409686022,181,351,592,197,455,475.5,16,104,-116.5,0.300960877782478,0.613549789479279,1,0.3178351097377281
EFNB2->EPHB1,0.2877324198152801,0.23910199007100186,0.49657779888156195,0.7369567904705894,1.2317781002440698,0.8541221694540031,164,406,469,202,476,575,38,70,106,0.1786425591537618,0.48705889228244476,1,0.25230946066937776
ICAM1->ITGAM,0.28796476373685465,0.80342947837393,0.4481774970375756,1.2904836832015467,1.1674325807006407,1.1958926823566731,184.5,440,557,183,400,515,-1.5,-40,-42,0.5296581489351874,0.7632182483451616,1,0.39536735221194874
EFNA5->EPHA1,0.28833748878214716,0.9844809359531204,0.5602766844465031,1.6630473311090925,1.1810994084889217,1.1089926287253984,156.5,413.5,513.5,250,400,575,93.5,-13.5,61.5,0.737502103311747,0.8693027420113496,1,0.4503219414955344
DLK1->NOTCH3,0.2903817881979913,0.5829295717011782,0.8379921193032593,1.1374527135570394,0.8243588423369864,1.2060481332098747,154,420.5,582.5,194,388,480,40,-32.5,-102.5,0.6553327684285792,0.8332154405108938,1,0.43162775949235854
LTB->TNFRSF1A,0.29090219984836685,0.40359226512099566,0.1851541251521489,1.328383062618102,0.6828600610095755,0.8811937747734699,182,420.5,591,188,400,456,6,-20.5,-135,0.11344265508960057,0.40220577713585653,1,0.20835329015696855
LPL->LRP2,0.2916952347028504,0.3158486156442383,0.2526854069162555,1.2338830713460653,1.4022193190503978,1.2128572619541982,181,413,467,188,413,608,7,0,141,0.10609413527165017,0.39622986750132233,1,0.20525761002302717
FGB->ITGA5,0.2923038933525144,0.0747451928802807,0.0307379933952745,0.7929021206660147,0.611248168850537,0.6826408011695807,233,446,608.5,181,348,446,-52,-98,-162.5,0.010490610634108782,0.13665979879214962,1,0.07079341056037577
LCN2->LRP2,0.29282234761778436,0.33912130669421037,0.781372246265727,1.3213528082444232,1.486783500336366,0.9812773622650177,180,403,542.5,247,413,522,67,10,-20.5,0.43520404405331636,0.7084900680867963,1,0.36701669921453434
SLAMF7->SLAMF7,0.2929371551590948,0.3284528341770049,0.1275859614212409,1.3513373231403236,1.4191120127350358,1.3553594416627555,165.5,413.5,465,216,412,625,50.5,-1.5,160,0.07002487922533852,0.33769163653632367,1,0.174933249422393
F12->GP1BA,0.29295456983801704,0.5733582218103899,0.09143452372190963,1.670643984136231,1.0767610819685451,1.443121492152797,171.5,425,482.5,219,361,592,47.5,-64,109.5,0.14642039681966038,0.45524816619492325,1,0.23583065847559806
ADAM15->ITGB3,0.2929825724214761,0.26937877940372856,0.27687735940787017,1.742952466531453,1.8924224942802796,1.1520815858644227,164,390,496,239,427,579,75,37,83,0.0985156606649397,0.38841963089990617,1,0.2012116997320375
VCAM1->ITGB1,0.29333299360281295,0.20601792399599994,0.28769537603726403,0.7365211881578068,0.7467375667631064,0.8349479087886877,171.5,460,557,194,332,480,22.5,-128,-77,0.08125490443153502,0.3571301659778247,1,0.18500292468611212
TGM2->ITGB1,0.2936905739388478,0.09901464019932582,0.014481096710497576,0.6569748760555091,0.5952501438121868,0.5895488938941924,171.5,487.5,658,194,337,456,22.5,-150.5,-202,0.011251962001134486,0.14064427498306245,1,0.0728574752037048
CD80->CD28,0.2939153684771473,0.6837383120502549,0.4768738952782873,1.2146432702088108,0.9127348105403804,1.1617242307159648,213.5,452.5,509,179,361,547,-34.5,-91.5,38,0.46592702359171434,0.7293831416435738,1,0.3778398670169593
CD28->CD80,0.2939153684771473,0.6837383120502549,0.4768738952782873,1.2146432702088108,0.9127348105403804,1.1617242307159648,213.5,452.5,509,179,361,547,-34.5,-91.5,38,0.46592702359171434,0.7293831416435738,1,0.3778398670169593
GNAI2->EGFR,0.29399175285023205,0.22170370621397373,0.12341865736004887,1.297599633589895,0.7289912425483422,0.7765907639272662,170,439,588.5,188,359,437,18,-80,-151.5,0.04350948872718909,0.26158994732939744,1,0.13551055031131007
ADAM15->ITGB1,0.2941698937110756,0.6384875117900497,0.03529643120720316,0.7779891309288374,0.9120658911162473,0.6194820058572085,159.5,440,575,219,337,451,59.5,-103,-124,0.1511515783086373,0.4600161018846614,1,0.23830057597725104
IL13->IL13RA2,0.2944077986150129,0.49858426465826655,0.14301216601644096,1.35998592947799,1.2082958780676158,0.7937129666440491,161,413,600,219,413,456,58,0,-144,0.13667282864027452,0.44093749934503973,1,0.22841735242180075
COMP->ITGA5,0.29582091559735835,0.4703656078486218,0.06570907526203584,0.6861913809177842,0.6686999408258177,0.7134711049980784,207,418.5,585,183,388,456,-24,-30.5,-129,0.09595226466075184,0.3869860036782084,1,0.2004690427005389
MDK->SDC3,0.2962163637387556,0.44273120033435254,0.2748123086243959,1.7528629864988812,1.2775430165862685,1.1587873756963385,162.5,349.5,482.5,197,423,579,34.5,73.5,96.5,0.17364040165938863,0.48443818045025394,1,0.2509518622363602
SFTPD->LAIR1,0.29640266980476004,0.7227452429421117,0.322297535614272,1.1424777177320622,1.2428255029591888,1.2558086770503543,180,428,465,194,392,590,14,-36,125,0.3824127494108317,0.6685886556029053,1,0.34634670627676284
NXPH3->NRXN3,0.2964513227512512,0.022185615328236596,0.0911704184189176,1.2472967954782235,1.8087132004774205,1.280577605237694,165.5,400,437,229,414,587,63.5,14,150,0.0114706492536941,0.14094756685703572,1,0.07301458846117762
IL16->GRIN2D,0.29733019169412156,0.8102860728134009,0.3107305448957227,1.0994254272284822,0.8793337086728655,0.7891592343940284,181,449.5,575,194,392,503,13,-57.5,-72,0.43894157428812985,0.7107050399574955,1,0.36816411355589873
OXT->OXTR,0.2979675565405836,0.9106964705881281,0.015534488333733387,1.493524347136193,0.8648938184347439,0.6188747258583713,171.5,390,663,219,423,446,47.5,33,-217,0.30014196735707416,0.6132741337569374,1,0.3176923127418484
PRG4->TLR4,0.2980810524540001,0.14378596419378697,0.5788355670205336,1.2224265186479115,1.7196178073817827,0.9180899310186146,192.5,413,552.5,181,413,522,-11.5,0,-30.5,0.17722929929788475,0.48443818045025394,1,0.2509518622363602
ALCAM->NRP1,0.29826455696462806,0.5425547601924187,0.04997037452805053,0.6817564371422463,0.90895325324032,0.7398658219331623,248.5,455,626,167,340,456,-81.5,-115,-170,0.11780786831505922,0.41198307165149367,1,0.2134181887660171
EFNB2->GRM1,0.29946711283580674,0.20306279745991307,0.07179920544179685,0.7223647903106911,1.3277995269816432,0.7388390179169226,164,406,599,202,476,494,38,70,-105,0.03157411962800258,0.22999368451528357,1,0.11914284579730645
EFNB2->GRM5,0.29946711283580674,0.14061195991569153,0.07179920544179685,0.7223647903106911,1.38254520156084,0.7388390179169226,164,396,599,202,540,494,38,144,-105,0.022353670805331082,0.1978596069649815,1,0.10249653894552023
COL4A3->CD93,0.3003551296660717,0.9092795347629535,0.0408597393255099,1.1762676933118479,1.1041434568058128,1.432836580650557,218,453,440.5,164,361,608,-54,-92,167.5,0.3180482969830612,0.6234645775201814,1,0.322971233649825
UCN3->IL10RB,0.300609111681861,0.2597196086573238,0.3472349568663007,1.2662025969044488,1.2797577655614738,1.1382332140063325,160,353.5,459.5,202,427,587,42,73.5,127.5,0.12458910553268246,0.4251336388438914,1,0.22023053234168097
LIF->IL6ST,0.3006803400040924,0.20204072742014467,0.2761134300196173,1.5084562167891358,0.7216990936108233,0.9026012178825656,206.5,518,518.5,164,287,547,-42.5,-231,28.5,0.07873798363307272,0.3501936726626188,1,0.18140963665661966
UCN->CRHR1,0.3013187102993389,0.054741225012524874,0.957925623949654,1.3764922589600948,0.622647585997021,0.9978466297004878,163.5,538.5,543,188,332,503,24.5,-206.5,-40,0.3626346210767154,0.6505665102116275,1,0.33701075562309624
NODAL->ACVR2A,0.3017390446191873,0.36752583918196935,0.17884175424642101,1.2675819687186973,1.226769737922401,1.2384606588323301,182,432.5,503,194,392,547,12,-40.5,44,0.10167171207840753,0.3904784182965055,1,0.20227820636172794
LAMC2->ITGB1,0.30238728854378993,0.1640314756206931,0.008104501058622704,0.80122049244027,0.6609415678896774,0.543397334258106,165.5,460,629,197,343,446,31.5,-117,-183,0.017808251484651167,0.17269190899169834,1,0.08945900200174037
NTRK3->PTPRD,0.3028320141299219,0.6976183615443177,0.501467925335263,1.213317167817273,0.9834785884187955,0.8110433118901171,184.5,413.5,543,183,392,480,-1.5,-21.5,-63,0.5014387234040886,0.7496846455575996,1,0.38835658601026485
LIN7C->HTR2C,0.3028390666600189,0.3882648295691038,0.3013332693923726,0.854833733129424,1.2632308988973369,0.9353129548300997,188,420.5,512.5,180,392,547,-8,-28.5,34.5,0.16291377561476883,0.477089695152312,1,0.2471451514019229
ICAM3->CD209,0.3038705579935047,0.47637707078791147,0.7971294532352031,1.2740363793895926,1.2091955413038964,1.1676936649334229,216.5,373.5,498.5,179,427,573,-37.5,53.5,74.5,0.5578783871599534,0.779465597013206,1,0.40378391095812266
CD209->ICAM3,0.3038705579935047,0.47637707078791147,0.7971294532352031,1.2740363793895926,1.2091955413038964,1.1676936649334229,216.5,373.5,498.5,179,427,573,-37.5,53.5,74.5,0.5578783871599534,0.779465597013206,1,0.40378391095812266
F13A1->ITGB1,0.3058002933650804,0.04492812280601732,0.24797316018027626,0.7508337462087029,0.5630311527988053,0.7913704774841336,171.5,487.5,557,194,332,480,22.5,-155.5,-77,0.03576678914960245,0.24435355623593003,1,0.12658164128287724
NTN4->UNC5A,0.3059840440223991,0.7809245100215133,0.14740548986305824,0.718948753725113,1.0746357830280953,0.7934506514405187,171.5,413,609,194,413,503,22.5,0,-106,0.3069870373297601,0.6163781220739467,1,0.3193002612478671
ICAM1->ITGAL,0.30605910129892233,0.7026904709843652,0.9728942336029253,1.2824488978490631,0.9773573646526291,0.9554964768637466,184.5,421.5,575,183,412,512,-1.5,-9.5,-63,0.8239888230509617,0.9138629292056848,1,0.4734053036442936
MADCAM1->ITGA4,0.3077413889304601,0.5525308416681729,0.12168556990055024,1.2354372125943334,0.8981506404135328,1.4006281112527927,220.5,487.5,446.5,179,351,590,-41.5,-136.5,143.5,0.1578073485453131,0.4689807312957565,1,0.2429444924474232
FN1->ITGA5,0.3081652134296353,0.8556686822572768,0.07971145633556265,0.708182034566752,0.9166065639308166,0.7233213755385898,180,418.5,582.5,188,400,456,8,-18.5,-126.5,0.31328126810779505,0.6203384050611306,1,0.32135179316818985
PROS1->TYRO3,0.30973850509820977,0.9556547371705129,0.5693136368582407,1.2587552042504035,1.0529236555452917,0.9577820179207334,233,440,575,164,359,480,-69,-81,-95,0.7385312343937789,0.869837046488773,1,0.4505987254259132
CXCL10->CCR3,0.3102683383866215,0.7751583248234926,0.5306054155133888,0.7826829932115924,1.0897086702911434,1.023428904460043,192.5,402.5,585.5,181,423,503,-11.5,20.5,-82.5,0.5865033286052771,0.7944807334613463,1,0.41156215100082877
RBP4->STRA6,0.31110244197087455,0.3046888878051496,0.6149775911921509,1.1204611980278543,0.6198819669889118,1.0420615571398084,171.5,487.5,498.5,202,359,573,30.5,-128.5,74.5,0.3045817958706654,0.6163781220739467,1,0.3193002612478671
VEGFC->FLT4,0.3119317730222434,0.8512251648802766,0.7981431926147274,1.4157405113231898,0.8598604577655707,1.0641756805389329,191,402,478.5,181,414,573,-10,12,94.5,0.8132538786484921,0.9098482614726745,1,0.47132559897914356
BMP2->BMPR1A,0.31258374261298727,0.17623867234230428,0.7627277595759551,0.7733248540872828,1.7108716070503138,0.9370540845203603,180,413,503,194,413,590,14,0,87,0.3187746778421238,0.6234645775201814,1,0.322971233649825
CXCL5->CXCR2,0.3132224991594422,0.8386643040169199,0.9518316654139083,1.3904985948543525,1.1365589087496522,1.039430091385769,181,392,557,188,420.5,515,7,28.5,-42,0.8799997661943801,0.940589012000922,1,0.48725012537472423
CXCL11->CCR3,0.3164832223023497,0.7541337053257497,0.846135088839861,0.8286166628397011,1.2116053743410053,1.0994389844495769,215.5,414,459.5,179,412.5,578,-36.5,-1.5,118.5,0.7884365373206945,0.8980386433166392,1,0.4652079026699822
