LR,pval_PAAD-US,pval_PACA-AU,pval_PACA-CA,hr_PAAD-US,hr_PACA-AU,hr_PACA-CA,median_day_low_PAAD-US,median_day_low_PACA-AU,median_day_low_PACA-CA,median_day_high_PAAD-US,median_day_high_PACA-AU,median_day_high_PACA-CA,diff_day_PAAD-US,diff_day_PACA-AU,diff_day_PACA-CA,meta_pval,meta_qval_BH,meta_qval_holm,meta_qval_storey
MSMP->CCR2,0.016517216526253375,0.3683658319623516,0.5378109594103607,1.848912282703751,1.2548361911495427,1.23243831378074,185.5,413.5,467,181,412,573,-4.5,-1.5,106,0.1309247792670203,0.4317629669210192,1,0.2236647006080731
SLIT3->ROBO2,0.016548542127117982,0.037702027757927525,0.06593577286696028,2.0734771579876723,1.9050479855387898,1.298805955287354,191,355,422,179,451,608,-12,96,186,2.8934375231013103e-4,0.01254693495964869,0.5075089415519698,0.006499646024092977
IL24->IL20RA,0.016580630740112734,0.5586473545573336,0.731633480160685,0.49748383134377794,0.7532081210146221,0.9088830240546115,219,413.5,513.5,157,412,547,-62,-1.5,33.5,0.35754761540498914,0.6454883467893305,1,0.33438013190474786
CD5L->CD5,0.0167627912885967,0.21470810348160208,0.2629001430941451,1.7395671900515892,1.4814409718178214,1.1739035755502338,185.5,356,459.5,181,451,592,-4.5,95,132.5,0.02013760464424516,0.18622094191637018,1,0.09646740089290098
DLK2->NOTCH1,0.017099591562230176,0.8773740644001857,0.3757336399275264,2.5701435714857084,1.0145785376160972,1.189335539749204,192.5,425,459.5,181,388,579,-11.5,-37,119.5,0.3317001825120411,0.6314954831048768,1,0.32713145634335955
BMP4->BMPR1A,0.017248464803850228,0.037406109875038895,0.8052785078289438,0.593660226417549,1.6314434119708774,0.9284554097064013,188.5,406,518.5,181,427,539,-7.5,21,20.5,0.10598458917019882,0.39622986750132233,1,0.20525761002302717
TNFSF13->SDC2,0.01752775867764733,0.12810783524854752,0.10659940892615272,2.197649192055619,1.7639848290034406,1.3721501648134495,181,412.5,456,219,423,563,38,10.5,107,0.0026746367712497166,0.06231556321587002,1,0.03228111917354554
NGF->SORT1,0.017591907664327278,0.013795647354545304,0.014698003070492738,1.7134691821374501,2.2487127959385136,1.4457675213017833,172.5,373.5,381,202,427,633,29.5,53.5,252,1.631335559389179e-5,0.00325179554838243,0.029135653090690737,0.0016845165831479603
DKK1->KREMEN1,0.017739409314524224,0.002165475141305939,0.01983977075773835,0.46949123683359634,0.3390728125694065,0.7101548834016446,195.5,547.5,617.5,181,343,456,-14.5,-204.5,-161.5,1.0463692081933118e-5,0.002468681533096233,0.018709081442496417,0.0012788426944862362
EFNA5->EPHB6,0.017802036046527414,0.4961066978745484,0.3419137008411144,0.5815340894972356,0.9036911412367132,0.7757767691013302,164,420.5,556,194,388,456,30,-32.5,-100,0.10447196193927676,0.39621904360416055,1,0.20525200295641058
IL19->IL20RA,0.017961061823756008,0.40654525334184,0.7349208911202225,0.5006620567451167,0.7269629388267141,0.9093389775034909,224,413.5,515,164,412,543,-60,-1.5,28,0.2577380646151971,0.563193773349164,1,0.2917493540466483
IL20->IL20RA,0.017961061823756008,0.5586473545573336,0.731633480160685,0.5006620567451167,0.7532081210146221,0.9088830240546115,224,413.5,513.5,164,412,547,-60,-1.5,33.5,0.3585318123621728,0.6457892282909016,1,0.3345359965252068
IL26->IL20RA,0.017961061823756008,0.5586473545573336,0.731633480160685,0.5006620567451167,0.7532081210146221,0.9088830240546115,224,413.5,513.5,164,412,547,-60,-1.5,33.5,0.3585318123621728,0.6457892282909016,1,0.3345359965252068
EREG->ERBB4,0.018032353179601168,0.0022019144053473383,0.25929048512465225,0.4730181486735352,0.3953070896130284,0.9890129092192077,171.5,446,560,188,343,456,16.5,-103,-104,0.0036400685753913095,0.07337396656462933,1,0.03800966623222833
WNT2->FZD5,0.01831243551540951,0.28446547109931153,0.2975486409717797,2.191693648040292,1.3270366244549336,1.0133921831856934,171.5,356,489,197,451,539,25.5,95,50,0.03605881056137147,0.24453383157222258,1,0.12667502870191974
CCL8->CCR5,0.018386864648182843,0.4903870707728978,0.09372490781657128,1.7536950211497115,0.9540154060508487,1.495028065047989,199.5,453,482.5,179,351,573,-20.5,-102,90.5,0.0364516676485887,0.24549305131658736,1,0.12717193004218671
SEMA6A->PLXNA4,0.018521951922189972,0.0368397657466214,0.020386741520517004,1.9812854923251855,2.005589561456626,1.4392690223858362,194,418.5,440.5,181,400,627,-13,-18.5,186.5,7.243861851845115e-5,0.005414786734254224,0.128288793396177,0.0028050035472242767
CCL17->ACKR2,0.018527976056639694,0.6826428092313044,0.9944257872169336,1.727326473638586,0.8528975876517643,0.9678396772744159,236,463.5,487,160,400,575,-76,-63.5,88,0.6442030502381304,0.8255001943765756,1,0.4276310567898186
NTF3->NTRK3,0.018906261468248475,0.004809837176317333,0.641110904566337,1.7043331488029254,2.0901424124952186,0.9645191791608068,174,400,467,188,455,577,14,55,110,0.04897502903096428,0.27716467533611966,1,0.1435786736650041
BMP4->BMPR1B,0.019954270556392095,0.7477040455257506,0.20670748948757267,0.6065685066289158,1.0768401434729964,0.7704497968130825,195.5,437,588.5,181,392,456,-14.5,-45,-132.5,0.15417531799109843,0.46407805448998424,1,0.2404047754639103
IL33->IL1RL1,0.02043389285895214,0.2629736752881824,0.08198448709860173,2.0971707114076876,1.5870536250867877,1.4731108103887651,218,421.5,467,164,412,547,-54,-9.5,80,0.008130664675018684,0.11669129941586816,1,0.06044919677465412
HBEGF->CD44,0.02050171755317065,0.7369308238727001,0.7108292272486691,0.5535175787467331,1.0222069134707803,1.060263404643232,231,470.5,556,179,388,480,-52,-82.5,-76,0.47620698330820077,0.7359821315638435,1,0.381258319311185
BMP8A->BMPR1A,0.020859236415052163,0.03825783362456103,0.7143035099420845,1.9400105036304587,1.6742674627401124,0.9892293162391048,164,413,518.5,216,413,547,52,0,28.5,0.07710737558070135,0.3487714701558781,1,0.18067289793133576
LRFN5->LRFN5,0.020892882373885757,0.9600007497277414,0.32184539510309695,1.8694677609887462,0.920768817520597,1.1771824535536106,199.5,421,482.5,179,400,575,-20.5,-21,92.5,0.3546128695863859,0.6434597954205798,1,0.33332928834168074
PTN->PTPRS,0.020977104607980857,0.9825985491581014,0.26043715761572417,1.9667652469828023,1.1632009332546935,1.3171431065889248,191,417.5,525.5,179,413,522,-12,-4.5,-3.5,0.3273903136990346,0.6281692222203936,1,0.3254083647355321
SFRP1->FZD2,0.020994006030461754,0.12722108017956923,0.24325332326098037,1.8139924083657422,1.4069377901859632,0.8230044068870475,174,400,608.5,194,429,503,20,29,-105.5,0.009998593532117326,0.1338617671389439,1,0.06934395574383832
WNT9A->FZD4,0.02134026935124489,0.11393450287420503,0.7564791156039714,1.7670346363069278,1.614658319053175,1.0845312241712184,195.5,413,507.5,179,413,547,-16.5,0,39.5,0.11819083038189189,0.4125181900877705,1,0.2136953943487312
EBI3->IL27RA,0.021388977655234065,0.7656134362436149,0.480415619142623,1.9665834954143422,1.0582786924353553,1.0710891712394979,164,413.5,588.5,194,412,463,30,-1.5,-125.5,0.32975731654475987,0.6300297086221984,1,0.32637214617564153
HSPG2->PTPRS,0.021955352613205137,0.3583268072300212,0.30523358573433745,1.8725807568727195,1.3251183554028982,1.1695432158295689,154,355,496.5,216,429,573,62,74,76.5,0.053690945651621046,0.2892539234204449,1,0.1498412257144298
SELPLG->SELE,0.022008967611374608,0.077858670283526,0.7650803229716644,1.9048906431355546,1.622263353999693,1.0061579784486219,181,349.5,518.5,194,465,547,13,115.5,28.5,0.10784963684757685,0.39622986750132233,1,0.20525761002302717
PSPN->RET,0.022117082037736657,0.7560231727827738,0.28756621948750916,1.9996741986742324,0.923519980712981,1.226682932150845,191,440,459.5,179,359,579,-12,-81,119.5,0.20158401512363186,0.5062995534516349,1,0.26227663490527164
CCL7->CCR2,0.02235378775362995,0.9094965215120238,0.43389951509655234,1.7558953322009143,0.9456205407899878,1.2025085002169054,195.5,421.5,482.5,179,400,573,-16.5,-21.5,90.5,0.4001189034840647,0.683631726524202,1,0.35413941711954644
RSPO3->FZD8,0.022505374406003753,0.017593840249923054,0.03066919011095559,1.983843002625983,1.8844838461579818,1.308846944091929,199.5,380.5,444,179,455,597.5,-20.5,74.5,153.5,5.9069999568435956e-5,0.004816889964807914,0.10473110923483694,0.0024952771181921975
GDNF->RET,0.022808500372359042,0.005324957020505061,0.7529059131572701,1.994512946975181,2.1944986846099663,1.0470768551651015,191,385.5,547.5,179,429,515,-12,43.5,-32.5,0.07940859802203275,0.35175067864574505,1,0.18221620716808415
ARTN->RET,0.023091420966652176,0.04314322723156094,0.3786062768408569,1.917732157233274,1.7561466136606771,1.177556187472663,191,385.5,456,181,423,575,-10,37.5,119,0.014671109386754302,0.1606930725696265,1,0.083243285598071
TNFSF8->TNFRSF8,0.023270552118651477,0.5422358041525883,0.9583507422464437,1.589184120123698,1.1171491338490365,1.1701058506325186,182,412.5,556,194,423,512,12,10.5,-44,0.517888297710389,0.7586057310687928,1,0.3929779455821362
ADAM12->SDC4,0.023410945519325987,0.5014697746704299,0.4077531119748292,0.5635079312589032,1.2044961756169819,0.7769853424303588,165.5,406,588.5,194,429,494,28.5,23,-94.5,0.1352017295031754,0.43861103567576254,1,0.22721218236338853
F2->ITGA2B,0.023501791648229298,0.14891640831094732,0.18335112365444461,1.9088957546555116,0.6757816645503567,0.9016804354453547,174.5,451.5,583,183,388,456,8.5,-63.5,-127,0.00750506130169946,0.11496705623203324,1,0.05955599294515919
HSPG2->ITGA2,0.02361428593210113,0.7759882723815464,0.7263378525555291,1.6964389513013702,1.0658896859991647,1.1148102301169973,164,413.5,560,219,412,494,55,-1.5,-66,0.5194494896752165,0.7586057310687928,1,0.3929779455821362
CD34->SELL,0.023615382787360084,0.6457685770288912,0.04205104637766932,1.6853023341321487,1.2591371467790982,1.4122050775751593,195.5,413,437,179,413,627,-16.5,0,190,0.060014258168201086,0.3138648774362466,1,0.16259035448033032
NLGN3->NRXN3,0.024129201228198616,0.009720272275497654,0.8416440265386297,1.8581920561594925,2.0791192521876938,0.9392973395014933,199.5,417.5,471,181,413,543,-18.5,-4.5,72,0.11184267038807023,0.39889811267633796,1,0.2066398319918881
BMP4->RGMB,0.024181022191840373,0.12150263168887143,0.43255341862374497,0.6299905984051098,1.4431089830682722,0.8001024785446801,199.5,406,547.5,167,427,503,-32.5,21,-44.5,0.03222304264361813,0.23045586783021568,1,0.11938226904728437
SLAMF1->SLAMF1,0.024600131472780284,0.3374223634836734,0.08480993426679984,1.7089402915929375,1.1304460845962225,1.5740761785991961,185.5,374.5,544,181,427,522,-4.5,52.5,-22,0.014869035700422521,0.1606930725696265,1,0.083243285598071
FGA->ITGA2B,0.025122764327161984,5.558365064169957e-4,0.04469519624712637,0.43620056072605956,0.29275202325995925,0.7495222859847452,226,546,630.5,179,337,455,-47,-209,-175.5,5.8087368568162035e-5,0.004816889964807914,0.10304699183991944,0.0024952771181921975
CCL24->CCR3,0.0251390704838359,0.038863720528571566,0.4786308674065395,2.0890788041672774,2.362351857691897,1.1050389884617042,162.5,407,456,239,413,625,76.5,6,169,0.026629863204360636,0.21045803783534353,1,0.10902286122101655
WNT5A->FZD6,0.025197582734811985,0.47197137702046355,0.9981879763079617,0.5599632917182799,1.1294386360528685,0.9487617705022457,186.5,425,522,183,400,527,-3.5,-25,5,0.4965177354125515,0.7491613266022855,1,0.3880854928725241
IL10->IL10RB,0.025380648585415777,0.2597196086573238,0.3694463379945274,1.8504290553193823,1.2797577655614738,1.1035472834350688,160.5,353.5,459.5,202,427,587,41.5,73.5,127.5,0.04673803548806638,0.2702110343926591,1,0.13997650270799464
UCN2->IL10RB,0.025380648585415777,0.2597196086573238,0.24032736158329726,1.8504290553193823,1.2797577655614738,1.1521009821587638,160.5,353.5,459.5,202,427,587,41.5,73.5,127.5,0.024176166732683795,0.1978596069649815,1,0.10249653894552023
LAMA3->SDC2,0.025420240773622482,0.38813206740185213,0.3585984933491305,0.6613571658341448,0.7268090917320614,0.7788077840046572,165.5,439,556,194,388,512,28.5,-51,-44,0.07672822109322291,0.3484820978259289,1,0.1805229953678901
SCT->VIPR2,0.025704852349025198,0.7592278953934947,0.08779009206975141,1.9582150324050416,1.0702751089081852,0.724266983937259,194,412.5,602,164,414,456,-30,1.5,-146,0.11078418711905123,0.39622986750132233,1,0.20525761002302717
FGF2->CD44,0.02579726638674762,0.6479964905023481,0.6760837680694729,0.5348500348228896,0.9438519423986503,1.0580309377687827,192.5,470.5,574,181,388,456,-11.5,-82.5,-118,0.38853590165799146,0.6706789916979746,1,0.34742955597137193
ICAM3->ITGB2,0.025862848960522045,0.278553204352161,0.279727453058067,1.8470087288741235,1.4834261265728703,0.8121274224643397,165.5,400.5,574,197,423,512,31.5,22.5,-62,0.033220595201688075,0.2346368023300331,1,0.12154810431989284
LRPAP1->VLDLR,0.026112118162172848,0.3003372132723289,0.7870959211088994,1.9816504417579166,1.4494148680216916,1.0744905714644246,182,403,539,188,413,509,6,10,-30,0.22939759348057362,0.5255929536451457,1,0.27227112935848097
GH1->GHR,0.0261191441739953,0.7199610255093309,0.7222080944882345,1.7608214874571226,1.0338279848661434,1.0843888713559382,194,428,467,179,361,573,-15,-67,106,0.4762268282639206,0.7359821315638435,1,0.381258319311185
MADCAM1->CD44,0.026159475944720234,0.6479964905023481,0.6760837680694729,0.5467765628402923,0.9438519423986503,1.0580309377687827,208,470.5,574,181,388,456,-27,-82.5,-118,0.38879941547708674,0.6706789916979746,1,0.34742955597137193
AREG->EGFR,0.026291566989746995,0.013517468146834521,0.023747644251129962,0.614285503233251,0.44810238527496193,0.6965481503908659,199.5,460,616.5,181,332,455,-18.5,-128,-161.5,4.278902059278825e-5,0.004041718345820927,0.07603608959338472,0.0020937176020600157
BMP2->ACVR2B,0.026507450912848673,0.3857467166294649,0.15386844601673078,0.551709437107176,1.4456416178398412,0.7511525471475189,184.5,418.5,576.5,183,392,463,-1.5,-26.5,-113.5,0.030239893582947184,0.2272634640782558,1,0.11772851899434661
IL13->IL4R,0.02652545853052346,0.489664437725573,0.683363476025736,2.2022520778623744,0.7489573562940073,0.9664988736846143,172.5,437,527,194,400,522,21.5,-37,-5,0.28370528557860214,0.5897651011912076,1,0.30551400859525585
DNAJB11->PRTG,0.026943843778233778,0.592345270560479,0.6277417911657535,0.6260862589766657,0.8400277346847239,0.9454634800009132,206.5,453,543,179,392,494,-27.5,-61,-49,0.3156692934728908,0.621618817633468,1,0.322015080936219
SELPLG->SELL,0.02718446279614195,0.018513346644670747,0.7544897645130504,1.86663243970591,2.1910975917984317,1.0387674559437339,181,360,518.5,194,540,547,13,180,28.5,0.08539337107326475,0.36476722579083853,1,0.18895912479466875
ARTN->GFRA1,0.027356854969592392,0.11414410119257268,0.1543925431381491,1.6984686741787656,1.6082053982173907,1.3478866152918312,181,400,456,202,451,575,21,51,119,0.004317725429155226,0.07847314115274935,1,0.04065117429331406
ANXA2->TLR2,0.02736202436963231,0.4913578501192509,0.163692905189597,0.6366051721293863,0.8750193567978419,0.7733208977375852,179,425,601,194,388,455,15,-37,-146,0.052965149647963915,0.28793781354074927,1,0.14915944579173598
CCL2->CCR2,0.02743480216302341,0.8857422663011963,0.1671373744655038,1.6457372912918709,1.0150660180066622,1.2613683913929439,195.5,439,478.5,179,392,579,-16.5,-47,100.5,0.2098764059813555,0.5167392901107924,1,0.26768469616385737
CALCA->RAMP2,0.027516225444623177,0.03573492901154862,0.16639034633376382,1.6953005625542215,2.0882218972722275,1.254263044906813,184.5,373.5,478.5,183,427,547,-1.5,53.5,68.5,0.0020183658015415938,0.05247751084008144,1,0.027184746376941585
ICAM1->ITGAX,0.02760092324196317,0.9453215426896221,0.7970370061908564,1.8411449804140043,1.068543008746512,0.9525504788541986,180,421.5,557,194,412,515,14,-9.5,-42,0.6959115581306501,0.8510329483888113,1,0.4408577024712926
GNAI2->F2R,0.027774873308737513,0.3950689718011373,0.4835512503504723,1.599713859971533,1.0873407859748556,0.8544270602363914,162.5,440,582.5,202,392,456,39.5,-48,-126.5,0.12410846101241535,0.4249056852218953,1,0.22011244630252882
MMP9->CD44,0.027993213067281753,0.8766653740639223,0.7107929876007477,0.4858911436606019,1.1107429767627477,1.0692838288839202,224,458,574,181,392,456,-43,-66,-118,0.5860757271583356,0.7944807334613463,1,0.41156215100082877
HGF->CD44,0.028070363260286002,0.5859265017681554,0.6760837680694729,0.5501287645174819,0.9159433254410981,1.0580309377687827,208,470.5,574,181,388,456,-27,-82.5,-118,0.34564392026899915,0.6381058223985303,1,0.33055578791486095
BDNF->SORT1,0.028518473909376896,0.013795647354545304,0.014043375545758519,1.634185515659132,2.2487127959385136,1.4507370324409785,172.5,373.5,381,202,427,633,29.5,53.5,252,2.983347445696133e-5,0.004041718345820927,0.053163251482305086,0.0020937176020600157
CCL4L1->CCR3,0.02863155200826717,0.21655745675598237,0.5168219123148334,2.011264491449854,1.4436457527957791,0.9229000449250241,195.5,412.5,543,181,414,512,-14.5,1.5,-31,0.07374495867496361,0.34396793952339694,1,0.17818454130261138
SELPLG->SELP,0.029154766318028602,0.03946693744818941,0.8833891857550897,1.8544882384906443,1.7427055732213281,0.9451865989610085,182,349.5,557,188,540,494,6,190.5,-63,0.14380516933147142,0.45091798216676776,1,0.2335875079776712
ICAM2->ITGAM,0.029860916420581307,0.6130751199810762,0.3715579684165592,1.75877894742682,1.253219816982447,1.3141455307627001,181,420.5,493,194,400,547,13,-20.5,54,0.17401769221524283,0.48443818045025394,1,0.2509518622363602
IHH->PTCH1,0.029906091658038703,0.0670735237616733,0.01758177155864704,2.1024846469857628,1.6431534190649975,1.5051595333914796,173,374.5,445,247,427,631,74,52.5,186,2.5058988592707775e-4,0.011830480404030987,0.4402864295738756,0.006128503508503314
NLGN3->NRXN2,0.0301614962054908,0.25577702519138223,0.421116650583946,1.5827120238044452,1.3606364340695793,0.7991741777855853,165.5,440,576.5,197,388,494,31.5,-52,-82.5,0.058912663739116966,0.31028527538051187,1,0.16073602540759538
ANXA2->ROBO4,0.03129056035492639,0.39834281722056986,0.19648225653766183,0.6655934336853521,0.7494527675993866,0.7857926484812379,179,425,600,194,388,455,15,-37,-145,0.04090839063565567,0.25660622275218675,1,0.13292884842653768
GRN->TNFRSF1A,0.031509755104395354,0.5595010626604839,0.12696811690010223,1.95601533681041,1.177295927077407,0.6486801081006787,150,355,608.5,219,451,480,69,96,-128.5,0.061685608983085734,0.31638565047273454,1,0.1638961819590685
NTNG2->LRRC4,0.03174382306805701,0.04818944587049323,0.05215136833928691,2.026648555340733,1.5703444825009503,1.4417552878227424,195.5,353.5,561,179,429,512,-16.5,75.5,-49,3.8406583285450753e-4,0.015659411457749694,0.6724992733282427,0.008111991633680121
WNT2B->FZD4,0.0317701211510556,0.006309706774938251,0.7408577674445258,1.507463164017318,2.1386690943670414,1.1872313427935952,195.5,394,459.5,179,427,547,-16.5,33,87.5,0.07876925650625816,0.3501936726626188,1,0.18140963665661966
LGI4->ADAM11,0.03209264670199685,0.963037892420261,0.6137898272305649,2.267113389842324,0.9787943348348503,1.0173739882416133,181,428,576.5,188,392,480,7,-36,-96.5,0.5812595438675888,0.7935917973352011,1,0.4111016584441563
LGI3->ADAM23,0.03223683310157344,0.06418074737248192,0.6962561005716689,1.8501598234627863,1.6210691547095057,1.1121198728165709,181,413,498.5,202,413,575,21,0,76.5,0.08301031570776643,0.35811409684474393,1,0.1855126270451122
NLGN1->NRXN2,0.03241384151949844,0.24596573317271953,0.6691341475641068,1.572283541161755,1.640021994097201,1.0593671984383852,173,428,575,197,388,512,24,-40,-63,0.14177683418906423,0.4485849039421186,1,0.23237891140364675
